Code,CamId,Name,Location,Type,Publish,Management Unit,CamStatus,PTZ,Angle,DisplayName,VideoUrl,VideoStreaming,StartTime,EndTime
TTH 244,63bd1e95bfd3d90017ec3cd5,TTH 244,"[10.7131108376067, 106.731684207916]",tth,True,,UP,True,,Nguyễn Lương Bằng - Hoàng Quốc Việt,,0,1/10/23 15:40,7/2/25 23:44
TTH 204,63ae7cd3bfd3d90017e8f408,TTH 204,"[10.7667007795163, 106.64261341095]",tth,True,,UP,True,,Lạc Long Quân - Ông Ích Khiêm,,0,12/30/22 13:00,7/19/25 8:45
TTH 149,5d8cd70e766c88001718894e,TTH 149,"[10.8228313977916, 106.703445911407]",tth,True,,UP,False,270,Phạm Văn Đồng - Nguyễn Xí (hướng đi Thủ Đức),,0,12/10/19 9:15,11/10/25 6:40
TTH 42.5,58b555ac17139d0010f35d59,TTH 42.5,"[10.7443815765443, 106.656072735786]",tth,True,,UP,False,315,Tùng Thiện Vương - Cầu Nhị Thiên Đường,,0,5/20/17 11:14,10/23/25 6:10
TTH 21.73,595ddc123dcfc400106f28ba,TTH 21.73,"[10.8617509592331, 106.649812459946]",tth,True,,UP,False,180,Quốc lộ 1 - Cầu vượt Tân Thới Hiệp 1,,0,7/21/18 7:03,11/5/25 19:41
TTH 21.1,587460aab807da0011e33cc2,TTH 21.1,"[10.8671930769878, 106.788429021835]",tth,True,,UP,False,270,Quốc lộ 1 - ĐH Nông Lâm 1,,0,5/20/17 11:14,7/2/25 23:44
TTH 33.9,59d3524f02eb490011a0a61b,TTH 33.9,"[10.8655019745646, 106.793106794357]",tth,True,,NOT_IMAGE,False,330,Cầu vượt Trạm 2 (TĐ ->Q9),,0,11/4/17 7:09,11/27/18 7:19
TTH 327,662a8f701afb9c00172d2b5e,TTH 327,"[10.739928078758, 106.703596115112]",tth,True,,UP,True,,Nguyễn Thị Thập - Lê Văn Lương,,0,4/29/24 14:02,11/12/25 7:50
TTH 231.2,63b55020bfd3d90017ea7cb7,TTH 231.2,"[10.7702738066308, 106.77515745163]",tth,True,,UP,True,,Nút giao Mỹ Thủy (6),,0,1/4/23 17:10,11/13/25 0:31
BD 7.2,68ede746230ee50017d04dcc,BD 7.2,"[10.9835768212251, 106.666603088379]",generic,True,,UP,False,330,Đại lộ Bình Dương - ngã tư chợ Đình (2),,0,10/16/25 20:38,11/18/25 17:12
TTH 120.1,5b19d2f9af4ff60011d6ea4f,TTH 120.1,"[10.7604452450726, 106.712136268616]",tth,True,,NOT_IMAGE,False,210,Nguyễn Tất Thành - Xóm Chiếu,,0,7/21/18 7:03,1/29/25 7:01
TTH 285,6623eec96f998a001b25273b,TTH 285,"[10.8346442594662, 106.664371490479]",tth,True,,UP,True,,Quang Trung - Thống Nhất,,0,4/29/24 14:03,11/19/25 17:37
TTH 330,662b4d781afb9c00172d8571,TTH 330,"[10.7589116443632, 106.677567958832]",tth,True,,UP,True,,An Dương Vương - Lê Hồng Phong,,0,4/29/24 14:03,11/18/25 17:15
TTH 44.8,5a606a958576340017d06621,TTH 44.8,"[10.8028664980496, 106.709464788437]",tth,True,,UP,False,45,Đinh Bộ Lĩnh - Bạch Đằng 3,,0,1/19/18 7:00,10/23/25 6:10
TTH 318,662a8c381afb9c00172d28b6,TTH 318,"[10.7388529049553, 106.689584255218]",tth,True,,UP,True,,Dương Bá Trạc - đường 9A,,0,4/29/24 14:04,11/18/25 17:11
TTH 242.3,63b6617ebfd3d90017eaa50b,TTH 242.3,"[10.7592436616732, 106.713917255402]",tth,True,,UP,True,,Nguyễn Tất Thành - Cảng SG (Q7-Q4),,0,1/5/23 12:40,10/31/25 15:10
TTH 21.81,595f91653dcfc400106f28f6,TTH 21.81,"[10.8454766970536, 106.618419885635]",streaming,True,,NOT_IMAGE,False,225,Quốc lộ 1 - Cầu vượt An Sương (Song hành QL 22),http://camera.thongtingiaothong.vn/s/595f91653dcfc400106f28f6/index.m3u8,1,7/21/18 7:03,1/6/23 16:47
TTH 21.39,56de42f611f398ec0c48129d,TTH 21.39,"[10.7223980522437, 106.600669026375]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,180,Quốc lộ 1 - Trần Đại Nghĩa,,0,5/20/17 11:14,11/20/25 2:30
TTH 17.1,56de42f611f398ec0c481292,TTH 17.1,"[10.7413616378753, 106.645520925522]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,75,Võ Văn Kiệt - Phạm Phú Thứ,,0,5/20/17 11:14,11/17/25 17:40
TTH 436,681888066dfb4b0018f8f4c2,TTH 436,"[10.7708851167585, 106.551203727722]",tth,True,,UP,False,,Trần Văn Giàu - Võ Hữu Lợi,,0,5/5/25 17:21,11/19/25 6:41
ITS 3.3,5deb576d1dc17d7c5515acff,ITS 3.3,"[10.791464, 106.687554]",tth,True,,UP,True,,Hai Bà Trưng - Lý Chính Thắng,,0,12/10/19 9:15,11/18/25 16:44
TTH 361,662b58791afb9c00172d9107,TTH 361,"[10.8005216285264, 106.664301753044]",tth,True,,UP,True,,255 Hoàng Văn Thụ,,0,4/29/24 14:04,11/18/25 17:03
TTH 384,662b811d1afb9c00172dcc1d,TTH 384,"[10.7650143803183, 106.692867279053]",tth,True,,UP,True,,Trần Hưng Đạo - Nguyễn Cư Trinh,,0,4/29/24 14:03,11/18/25 16:27
TTH 324.2,662a8eb41afb9c00172d2aba,TTH 324.2,"[10.7379990877391, 106.721824407578]",tth,True,,UP,True,,Nguyễn Văn Linh - Nguyễn Thị Thập 2,,0,4/29/24 14:03,11/18/25 17:35
TTH 211.1,63b548ecbfd3d90017ea77d2,TTH 211.1,"[10.7909628024813, 106.791990995407]",tth,True,,UP,True,,Nguyễn Duy Trinh - Võ Chí Công 1,,0,1/4/23 17:10,7/2/25 23:44
ITS 2.6,5deb576d1dc17d7c5515acfb,ITS 2.6,"[10.7801863634439, 106.684262752533]",tth,True,,UP,True,,Võ Thị Sáu - Bà Huyện Thanh Quan,,0,12/30/22 7:10,11/18/25 17:13
TTH 1.1,56de42f611f398ec0c48127d,TTH 1.1,"[10.8049847689326, 106.752707362175]",tth,True,,UP,False,45,Mai Chí Thọ - Võ Nguyên Giáp (Cát Lái cầu A),,0,5/20/17 11:14,11/14/25 12:21
TTH 2a,56de42f611f398ec0c48128d,TTH 2a,"[10.7505847415039, 106.660031676292]",tth,True,Khu quản lý giao thông đô thị số 1,UP,True,195,Hải Thượng Lãn Ông - Cầu Chà Và,,0,5/20/17 11:14,11/18/25 13:32
TTH 0003,6792f03d8c5ed4001b27f378,TTH 0003,"[10.6424723207925, 106.657032966614]",tth,True,,UP,False,,Quốc Lộ 50 - Cổng chào Long An,http://125.234.114.126:11984/api/stream.m3u8?src=Qu%E1%BB%91c%20l%E1%BB%99%2050%20-%20Long%20An&mp4,1,1/24/25 9:11,11/17/25 13:20
BD 5.2,68ede490230ee50017d04ae5,BD 5.2,"[10.898568926428, 106.820733547211]",generic,True,,UP,False,300,Mỹ Phước Tân Vạn - ĐT 743A (2),,0,10/16/25 20:38,11/18/25 17:11
TTH 267,6623e7076f998a001b2523ea,TTH 267,"[10.7677758540786, 106.671495437622]",tth,True,,UP,True,,Lý Thái Tổ - Sư Vạn Hạnh,,0,4/29/24 14:03,11/18/25 17:28
IDICO-QL1 02,59ca2cac02eb490011a0a3e9,IDICO-QL1 02,"[10.8395020450536, 106.611746549606]",tth,True,,UP,False,45,Cầu vượt An Sương 2,http://camera.thongtingiaothong.vn/s/59ca2cac02eb490011a0a3e9/index.m3u8,1,6/29/23 7:17,11/18/25 9:41
TTH 124.2,5aab1f852d266a0017e5afd4,TTH 124.2,"[10.7496677141024, 106.754032373428]",tth,True,,NOT_IMAGE,False,240,Võ Chí Công - Cầu Phú Mỹ,,0,3/17/18 7:25,10/29/25 13:41
TTH 157,5d8cda2e766c88001718895e,TTH 157,"[10.840819218446, 106.74354493618]",tth_axis,True,,UP,False,15,Phạm Văn Đồng - Kha Vạn Cân (hướng đi Quốc lộ 1),,0,12/10/19 9:15,10/27/25 15:50
TTH 28.4,586e25e1f9fab7001111b0ae,TTH 28.4,"[10.8037728247342, 106.635918617249]",tth,True,,UP,False,285,Trường Chinh - Tân Kỳ Tân Quý,http://camera.thongtingiaothong.vn/s/586e25e1f9fab7001111b0ae/index.m3u8,1,5/20/17 11:14,10/30/25 6:41
TTH 441,681889ec6dfb4b0018f8f6cb,TTH 441,"[10.7298402682344, 106.581319570541]",tth,True,,UP,False,180,Nguyễn Cửu Phú - Trần Đại Nghĩa,,0,5/5/25 17:21,11/18/25 11:41
TTH 172,5d9dde8e766c880017188c9a,TTH 172,"[10.8015491578746, 106.713750958443]",tth,True,,NOT_IMAGE,False,285,Nút giao Hàng Xanh 4 (Cầu Văn Thánh - Hàng Xanh),,0,12/10/19 9:16,1/29/25 7:01
TTH 174,5d9ddf0f766c880017188c9e,TTH 174,"[10.8007429428369, 106.709132194519]",tth,True,,UP,False,60,Nút giao Hàng Xanh 6 (Cầu Điện Biên Phủ - Hàng Xanh),,0,12/10/19 9:14,11/17/25 11:20
TTH 424,681883866dfb4b0018f8eef6,TTH 424,"[10.7817936319045, 106.512622833252]",tth,True,,UP,False,,Mai Bá Hương - Lê Chính Đang,,0,5/5/25 17:21,11/20/25 3:20
TTH 185,63ae76ddbfd3d90017e8f11b,TTH 185,"[10.7596389198989, 106.698489189148]",tth,True,,UP,True,,Khánh Hội - Hoàng Diệu,,0,12/30/22 13:00,7/17/25 9:45
ITS 7.53,5deb576d1dc17d7c5515ad14,ITS 7.53,"[10.7778940148849, 106.701037287712]",tth,True,,UP,False,45,Lý Tự Trọng - Đồng Khởi,,0,12/10/19 9:14,11/18/25 17:11
TTH 239,63b66035bfd3d90017eaa48e,TTH 239,"[10.8053483512381, 106.695023775101]",tth,True,,UP,True,,Nơ Trang Long - Nguyễn Huy Lượng (Bệnh viện Ung Bướu),,0,1/5/23 12:40,7/17/25 9:45
TTH 37.1,585b284ac3f96200127dc500,TTH 37.1,"[10.7545321437295, 106.727795004845]",tth,True,,UP,False,255,Huỳnh Tấn Phát - Lưu Trọng Lư 1,,0,5/20/17 11:14,11/6/25 20:20
TTH 15.1,56de42f611f398ec0c481295,TTH 15.1,"[10.7490827124077, 106.659994125366]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,,Võ Văn Kiệt - Cầu Chà Và 1 (dạ cầu),,0,1/2/20 7:15,11/19/25 11:00
ITS 3.51,5deb576d1dc17d7c5515ad04,ITS 3.51,"[10.7860304558102, 106.690008044243]",tth,True,,UP,True,,Võ Thị Sáu - Pasteur,,0,12/10/19 9:14,11/18/25 17:27
TTH 122.1,5a8278f35058170011f6eaed,TTH 122.1,"[10.7284488196731, 106.677117347717]",tth,True,,UP,False,105,Nguyễn Văn Linh - Phạm Hùng 1,,0,2/22/18 7:04,10/23/25 6:10
TTH 391,662b830e1afb9c00172dcf50,TTH 391,"[10.7743421575788, 106.688017845154]",tth,True,,UP,True,,Cách Mạng Tháng Tám - Võ Văn Tần,,0,4/29/24 14:02,11/18/25 17:39
IDICO-QL1 23,5a6084208576340017d0667e,IDICO-QL1 23,"[10.7661000008843, 106.590557098389]",tth,True,,NOT_IMAGE,True,15,QL1 - Tân Tạo Chợ Đệm 2,,0,1/3/23 7:12,11/4/25 4:40
TTH 220.2,63b54aedbfd3d90017ea79c3,TTH 220.2,"[10.8049478837466, 106.791937351227]",tth,True,,UP,True,,Võ Chí Công - Liên Phường 2,,0,1/4/23 17:10,7/21/25 14:14
TTH 117.2,5a825ab55058170011f6ead2,TTH 117.2,"[10.7289864255581, 106.700313091278]",tth,True,,NOT_IMAGE,False,,Nguyễn Văn Linh - Nguyễn Hữu Thọ (2),,0,2/22/18 7:04,4/29/24 14:03
TTH 39.1,586e20a0f9fab7001111b0a7,TTH 39.1,"[10.8062968247449, 106.6783618927]",tth,True,,NOT_IMAGE,False,165,Nguyễn Kiệm - Hồ Văn Huê,,0,6/13/22 7:13,11/10/25 16:50
TTH 126.2,5b0b7bbe0e517b00119fd806,TTH 126.2,"[10.7563925169909, 106.685357093811]",tth,True,,UP,False,300,Nguyễn Văn Cừ - Trần Hưng Đạo 2,,0,5/31/18 7:00,11/17/25 13:00
TTH 282.2,6623edd26f998a001b2526f7,TTH 282.2,"[10.8267936584446, 106.679542064667]",tth,True,,UP,True,,Vòng xoay Gò Vấp (2),,0,4/29/24 14:02,11/18/25 17:15
TTH 109.1,5a8255a55058170011f6eac7,TTH 109.1,"[10.8168141411482, 106.711433529854]",tth,True,,UP,False,60,BX Miền Đông - Đinh Bộ Lĩnh 1,,0,2/22/18 7:04,10/23/25 6:10
TTH 14.2,56de42f611f398ec0c481294,TTH 14.2,"[10.7675334356397, 106.702040433884]",tth,True,Management Center of Sai Gon River Tunnel,NOT_IMAGE,False,45,Đường hầm - Đầu Quận 1,http://125.234.114.126:11984/api/stream.m3u8?src=TTH%2014.2%20%C4%90%C6%B0%E1%BB%9Dng%20h%E1%BA%A7m%20-%20%C4%90%E1%BA%A7u%20Qu%E1%BA%ADn%201,1,5/20/17 11:14,10/16/25 20:39
TTH 2.2,56de42f611f398ec0c481280,TTH 2.2,"[10.792627978172, 106.751446723938]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,180,Mai Chí Thọ - Lương Định Của 2,http://125.234.114.126:11984/api/stream.m3u8?src=Mai%20Ch%C3%AD%20Th%E1%BB%8D%20-%20L%C6%B0%C6%A1ng%20%C4%90inh%20C%E1%BB%A7a%201&mp4,1,5/20/17 11:14,11/14/25 12:01
TTH 44.5,587ed91db807da0011e33d4e,TTH 44.5,"[10.8024818353159, 106.697963476181]",tth,True,,UP,False,270,Phan Đăng Lưu - Đinh Tiên Hoàng 2,,0,5/20/17 11:14,11/13/25 21:50
TTH 228,63b54dcbbfd3d90017ea7ba8,TTH 228,"[10.865338658848, 106.793847084045]",tth,True,,UP,True,,Quốc Lộ 1 - Cổng ĐH Quốc gia TPHCM,,0,1/4/23 17:10,7/2/25 23:44
TTH 8.2,56de42f611f398ec0c48128a,TTH 8.2,"[10.7587798913611, 106.692545413971]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,60,Võ Văn Kiệt - Trần Đình Xu 2,,0,5/20/17 11:14,11/8/25 23:10
TTH 282.1,6623ed9b6f998a001b2526cd,TTH 282.1,"[10.8260981590362, 106.680099964142]",tth,True,,UP,True,,Vòng xoay Gò Vấp (1),,0,4/29/24 14:03,11/18/25 17:26
TTH 35.7,58b5752e17139d0010f35d5f,TTH 35.7,"[10.7794696770349, 106.695173978806]",tth_axis,True,,UP,False,315,Nam Kỳ Khởi Nghĩa -Nguyễn Thị Minh Khai 2,,0,5/20/17 11:14,7/17/25 9:45
TTH 4.2,58175c81edeb6c0012a2d5c2,TTH 4.2,"[10.7757228548636, 106.727376580238]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,45,Mai Chí Thọ - Trần Não 2,,0,5/20/17 11:14,11/5/25 7:40
TTH 49.11,631812e6c9eae60017a19567,TTH 49.11,"[10.7980818909152, 106.723358631134]",tth,True,,UP,False,270,Cầu Sài Gòn 11 (Bình Thạnh),,0,12/28/22 11:03,7/17/25 9:45
TTH 269,6623e7b76f998a001b25242d,TTH 269,"[10.8083518403949, 106.709260940552]",tth,True,,UP,True,,Đinh Bộ Lĩnh - Bùi Đình Túy,,0,4/29/24 14:02,11/18/25 17:24
TTH 118.1,5ad068b198d8fc001102e278,TTH 118.1,"[10.6524259645754, 106.654586791992]",tth,True,,NOT_IMAGE,False,150,Quốc lộ 50 - Cầu Ông Thìn (1),,0,4/19/18 7:29,11/18/25 9:40
TTH 334.2,66f126e8538c780017c9362f,TTH 334.2,"[10.7587008395322, 106.662740707397]",tth,True,,UP,True,,Nguyễn Chí Thanh - Nguyễn Kim,,0,9/23/24 15:41,11/14/25 11:11
TTH 180.2,63ae75a3bfd3d90017e8f051,TTH 180.2,"[10.767891793263, 106.685453653336]",tth,True,,UP,False,,Cống Quỳnh - Phạm Viết Chánh,,0,12/30/22 13:00,11/6/25 21:01
TTH 376,662b7d8a1afb9c00172dc71f,TTH 376,"[10.7712223907807, 106.695914268494]",tth,True,,UP,True,,Lê Lai - Phạm Hồng Thái,,0,4/29/24 14:03,11/18/25 17:21
TTH 249.2,5abbb77298d8fc001102dfce,TTH 249.2,"[10.7315637581429, 106.720327734947]",tth,True,,UP,True,,Nguyễn Văn Linh - Nguyễn Lương Bằng (2),http://camera.thongtingiaothong.vn/s/5abbb77298d8fc001102dfce/index.m3u8,1,6/29/23 7:16,7/17/25 9:44
TTH 246,63bd1f48bfd3d90017ec3d19,TTH 246,"[10.7375247437985, 106.730353832245]",tth,True,,UP,True,,Huỳnh Tấn Phát - Nguyễn Thị Thập,,0,1/10/23 15:40,10/17/25 15:40
TTH 21.45,58aff2c6bd82540010390c55,TTH 21.45,"[10.6647884855642, 106.569807529449]",tth,True,,UP,False,150,Quốc lộ 1 - Đinh Đức Thiện 1,,0,5/20/17 11:14,10/23/25 6:10
TTH 129,5b25a1dcf13cba001124e710,TTH 129,"[10.7767662783818, 106.700028777123]",generic,True,,NOT_IMAGE,False,300,Lý Tự Trọng - Pasteur 1,,0,7/21/18 7:03,1/6/23 16:48
TTH 153,5d8cd886766c880017188956,TTH 153,"[10.8372522994913, 106.732848286629]",tth,True,,UP,False,240,Phạm Văn Đồng - Hiệp Bình (hướng đi Thủ Đức),,0,12/10/19 9:14,7/18/25 7:05
ITS 8.6,5deb576d1dc17d7c5515ad18,ITS 8.6,"[10.781431, 106.699614]",tth,True,,UP,True,,Hai Bà Trưng - Lê Duẩn,,0,12/10/19 9:15,11/18/25 17:15
TTH 411,66b1c1bf779f740018673ef2,TTH 411,"[10.7577416756903, 106.674488782883]",tth,True,,UP,True,,An Dương Vương - Trần Phú,,0,8/6/24 13:50,11/18/25 17:18
TTH 22.5,56de42f611f398ec0c4812a0,TTH 22.5,"[10.7627851568961, 106.783590316772]",tth,True,Khu quản lý giao thông đô thị số 2,UP,False,300,Nguyễn Thị Định - Đường A,,0,5/20/17 11:14,11/12/25 7:51
TTH 288,6623efc26f998a001b25277f,TTH 288,"[10.8675723883698, 106.615512371063]",tth,True,,UP,True,,Tô Ký - Nguyễn Ảnh Thủ,,0,4/29/24 14:03,11/18/25 17:20
TTH 342,662b50841afb9c00172d880d,TTH 342,"[10.7466952613032, 106.660562753677]",tth,True,,UP,True,,Tùng Thiện Vương - Xóm Củi,,0,4/29/24 14:03,11/19/25 17:37
TTH 49.3,58abc0cbbd82540010390ba6,TTH 49.3,"[10.7982289959934, 106.724311485887]",tth,True,,UP,False,0,Cầu Sài Gòn 3 (Dạ cầu Bình Thạnh),,0,5/20/17 11:14,7/17/25 9:45
TTH 21.43,58afea5dbd82540010390c4d,TTH 21.43,"[10.6741931544789, 106.580477356911]",tth,True,,UP,False,165,Quốc lộ 1 - Bùi Thanh Khiết 1,,0,5/20/17 11:14,10/23/25 6:10
ITS 5.2,5deb576d1dc17d7c5515ad07,ITS 5.2,"[10.797381, 106.672665]",tth,True,,UP,True,,Nguyễn Văn Trỗi - Trương Quốc Dung,,0,12/10/19 9:15,11/18/25 17:07
TTH 164,5d8cdc1d766c88001718896c,TTH 164,"[10.8076721060064, 106.664478778839]",tth,True,,UP,False,15,Trường Sơn - Hậu Giang,,0,12/10/19 9:14,11/3/25 0:20
TTH 44.9,5a606c758576340017d06626,TTH 44.9,"[10.8142322689639, 106.712779998779]",tth,True,,UP,False,90,BX Miền Đông - Quốc Lộ 13 (1),,0,1/19/18 7:00,11/7/25 21:40
TTH 465.1,68fae2966b936b00172186a6,TTH 465.1,"[10.7753434272331, 106.780436038971]",tth,True,,UP,False,30,Võ Chí Công - đường số 5 (1),,0,10/24/25 9:30,11/1/25 23:20
TTH 238,63b66008bfd3d90017eaa476,TTH 238,"[10.8036621687159, 106.721674203873]",tth,True,,NOT_IMAGE,True,,Ung Văn Khiêm - Nguyễn Văn Thương (D1),,0,1/5/23 12:40,12/13/24 4:10
IDICO-QL1 03,59ca2cf302eb490011a0a3eb,IDICO-QL1 03,"[10.8427001319976, 106.615458726883]",tth,True,2,UP,True,225,Cầu vượt An Sương 3,http://camera.thongtingiaothong.vn/s/59ca2cf302eb490011a0a3eb/index.m3u8,1,10/18/17 10:15,11/18/25 0:10
TTH 121.1,5a82628e5058170011f6eadb,TTH 121.1,"[10.7199365991593, 106.655665040016]",tth,True,,UP,False,75,Nguyễn Văn Linh - Quốc lộ 50 (1),,0,2/22/18 7:04,10/23/25 17:20
TTH 48.2,589b46b3b3bf7600110283d0,TTH 48.2,"[10.8986321383696, 106.69497013092]",tth_axis,True,,NOT_IMAGE,False,270,Hà Huy Giáp - Cầu Phú Long 2,,0,5/20/17 11:14,12/10/19 9:32
TTH 0007,6792f2248c5ed4001b27f4dc,TTH 0007,"[10.8756221051048, 106.751575469971]",tth,True,,UP,False,,Quốc Lộ 1 - Độc Lập (cổng KCN Sóng Thần),http://125.234.114.126:11984/api/stream.m3u8?src=Qu%E1%BB%91c%20l%E1%BB%99%201%20-%20S%C3%B3ng%20Th%E1%BA%A7n&mp4,1,1/24/25 9:11,10/23/25 6:10
TTH 148,5d8cd653766c88001718894c,TTH 148,"[10.8509770648006, 106.75500869751]",tth,True,,UP,False,345,Kha Vạn Cân - Võ Văn Ngân,,0,5/5/20 7:12,7/17/25 9:44
TTH 331,662b4de41afb9c00172d85c5,TTH 331,"[10.7509852813336, 106.658996343613]",tth,True,,UP,True,,Hải Thượng Lãn Ông - Châu Văn Liêm,,0,4/29/24 14:03,11/18/25 17:16
TTH 35.6,58af8eb2bd82540010390c30,TTH 35.6,"[10.7797542439016, 106.695082783699]",tth,True,,UP,False,210,Nam Kỳ Khởi Nghĩa -Nguyễn Thị Minh Khai 1,,0,5/20/17 11:14,7/17/25 9:45
TTH 283,6623ee176f998a001b25270c,TTH 283,"[10.829417573494, 106.6819024086]",tth,True,,UP,True,,Phan Văn Trị - Lê Đức Thọ,,0,4/29/24 14:03,11/18/25 17:20
TTH 104.4,5b0b7d240e517b00119fd809,TTH 104.4,"[10.7672172373829, 106.59831404686]",tth,True,,NOT_IMAGE,False,315,Hương Lộ 2 (Số 878),,0,5/31/18 7:00,4/23/21 16:51
TTH 21.6,58746314b807da0011e33cce,TTH 21.6,"[10.8733304866588, 106.765040159225]",tth,True,,UP,False,105,Quốc lộ 1 - Cầu vượt Linh Xuân,,0,5/20/17 11:14,7/2/25 23:43
TTH 21.78,595f8d233dcfc400106f28f0,TTH 21.78,"[10.8528104982269, 106.632506847382]",tth,True,,UP,False,,Quốc lộ 1 - Quang Trung 1 (hướng đi Bình Phước),,0,7/21/18 7:03,11/5/25 19:40
TTH 33.7,59d34ce302eb490011a0a616,TTH 33.7,"[10.8104489957249, 106.7762196064]",tth,True,,NOT_IMAGE,False,165,Đỗ Xuân Hợp - Cầu Cống Đập.,,0,11/4/17 7:09,10/26/25 10:10
TTH 324.1,662a8e641afb9c00172d2a7e,TTH 324.1,"[10.7379358419233, 106.721234321594]",tth,True,,UP,True,,Nguyễn Văn Linh - Nguyễn Thị Thập 1,,0,4/29/24 14:04,11/18/25 17:21
ITS 9.4,5deb576d1dc17d7c5515ad1d,ITS 9.4,"[10.7673753365528, 106.699846386909]",tth,True,,NOT_IMAGE,True,,Nguyễn Công Trứ - Calmette 2,,0,12/10/19 9:15,9/5/24 12:00
TTH 201.2,63ae7c12bfd3d90017e8f3c0,TTH 201.2,"[10.7621422099615, 106.656598448753]",tth,True,,UP,True,,Ba Tháng Hai - Lê Đại Hành 2,,0,12/30/22 13:00,10/25/25 12:10
TTH 464.2,68ae7e997d735d00173c7445,TTH 464.2,"[10.8242434860543, 106.714024543762]",tth,True,,UP,False,210,Cầu Bình Triệu (2) hướng đi lên cầu Bình Triệu 2,,0,10/16/25 20:39,11/18/25 17:23
TTH 128,5b0b835b0e517b00119fd80d,TTH 128,"[10.8530844585776, 106.73014998436]",tth,True,,UP,False,,Tam Bình (Số 81),,0,5/31/18 7:00,11/4/25 14:50
TTH 135.1,5b6c155aca0577001163fe36,TTH 135.1,"[10.7974969832732, 106.720730066299]",generic,True,,NOT_IMAGE,False,135,Nguyễn Hữu Cảnh 1 (Dạ cầu),,0,12/28/22 11:02,12/28/22 11:14
TTH 390,662b82da1afb9c00172dce94,TTH 390,"[10.7893713917772, 106.690120697021]",tth,True,,UP,True,,Hai Bà Trưng - Nguyễn Hữu Cầu,,0,4/29/24 14:02,11/18/25 17:27
TTH 140,5d8cd2a3766c88001718893c,TTH 140,"[10.7544425503934, 106.642913818359]",tth_axis,True,,UP,False,255,Nút giao Cây Gõ 1 (trên cầu),,0,12/10/19 9:16,7/2/25 23:43
TTH 334,662b4e8e1afb9c00172d865c,TTH 334,"[10.7584267930315, 106.661485433578]",tth,True,,UP,True,,Lý Thường Kiệt - Nguyễn Chí Thanh,,0,4/29/24 14:03,11/18/25 16:32
TTH 410,66b1c190779f740018673ed4,TTH 410,"[10.7550749733738, 106.67188167572]",tth,True,,UP,True,,Nguyễn Trãi - Trần Phú,,0,8/6/24 13:51,11/18/25 17:27
TTH 379,662b7f9f1afb9c00172dca50,TTH 379,"[10.7904674636287, 106.701471805573]",tth,True,,UP,True,,Nguyễn Đình Chiểu - Nguyễn Bỉnh Khiêm,,0,4/29/24 14:04,11/18/25 17:19
TTH 462.1,68a589294e89b100173b61d9,TTH 462.1,"[10.9827974297384, 106.591501235962]",tth,True,,UP,False,,Tỉnh Lộ 8 - KCN Tân Quy (1),,0,10/16/25 20:38,11/18/25 17:10
TTH 28.2,58747923b807da0011e33cf5,TTH 28.2,"[10.7931970867358, 106.653615832329]",tth,True,,UP,False,210,Nút giao Bảy Hiền 2 (Hoàng Văn Thụ),,0,5/20/17 11:14,11/14/25 8:21
TTH 200.2,63ae7af4bfd3d90017e8f32c,TTH 200.2,"[10.7636125538021, 106.659564971924]",tth,True,,UP,True,,Ba Tháng Hai - Lý Thường Kiệt 2,,0,12/30/22 13:00,7/2/25 23:44
TTH 42.4,5875d4f8b807da0011e33d1a,TTH 42.4,"[10.7372717600591, 106.670937538147]",tth,True,,UP,False,,Tạ Quang Bửu - Phạm Hùng 1,,0,5/20/17 11:14,10/31/25 12:10
TTH 21.50,595d92013dcfc400106f2877,TTH 21.50,"[10.8607025631008, 106.715140342712]",tth,True,,UP,True,60,Quốc Lộ 1A - Cầu Bình Phước,http://camera.thongtingiaothong.vn/s/595d92013dcfc400106f2877/index.m3u8,1,11/4/17 7:09,11/5/25 19:41
TTH 22.8,583f976361cfea0012cf68f9,TTH 22.8,"[10.7619577577189, 106.784512996674]",tth,True,,UP,False,300,Nguyễn Thị Định - Lê Phụng Hiểu,,0,5/20/17 11:14,11/12/25 8:20
TTH 433,681886f26dfb4b0018f8f31a,TTH 433,"[10.7899721239599, 106.514682769775]",tth,True,,UP,False,,Trần Văn Giàu - Thanh Niên,,0,5/5/25 17:21,10/23/25 6:10
TTH 381,662b80721afb9c00172dcb28,TTH 381,"[10.788633648858, 106.69774889946]",tth,True,,UP,True,,Nguyễn Văn Thủ - Trần Doãn Khanh,,0,4/29/24 14:03,11/18/25 17:13
IDICO-QL1 18,59ca2f4402eb490011a0a3f9,IDICO-QL1 18,"[10.7894293572155, 106.595449447632]",tth,True,,UP,False,15,QL1 - Tân Kỳ Tân Quý 2,http://camera.thongtingiaothong.vn/s/59ca2f4402eb490011a0a3f9/index.m3u8,1,7/18/20 7:20,11/18/25 9:40
TTH 38.1,586e1f18f9fab7001111b0a5,TTH 38.1,"[10.8070661399436, 106.634953022003]",tth,True,,UP,False,345,Cộng Hòa - Trường Chinh,,0,5/20/17 11:14,11/15/25 3:59
